103189 ,201502,20150210,10,32
103189 ,201502,20150211,1,8
103189 ,201502,20150212,14,53
103189 ,201502,20150213,1,16
103189 ,201502,20150214,5,20
103189 ,201502,20150216,10,48
103189 ,201502,20150217,4,15
103189 ,201502,20150223,9,42
103189 ,201502,20150224,,4
103189 ,201502,20150225,17,68
103189 ,201502,20150226,3,5
103189 ,201502,20150227,2,11
103189 ,201502,20150228,17,70
103189 ,201503,20150302,8,46
103189 ,201503,20150303,1,12
103189 ,201503,20150304,5,30
103189 ,201503,20150305,3,18
103189 ,201503,20150306,10,31
103189 ,201503,20150307,,4
103194 ,201501,20150121,,4
103194 ,201501,20150128,,3
103194 ,201502,20150203,,18
103194 ,201502,20150204,,8
103194 ,201502,20150225,1,10
103194 ,201503,20150303,,7
103194 ,201503,20150305,1,24
103707 ,201501,20150107,,1
103707 ,201501,20150108,,12
103707 ,201501,20150109,1,12
103707 ,201501,20150111,,6
103707 ,201501,20150112,,2
103707 ,201501,20150113,,2
103707 ,201501,20150115,1,25
103707 ,201501,20150116,1,12
103707 ,201501,20150117,1,18
103707 ,201501,20150121,,2
103707 ,201501,20150123,,4
103707 ,201501,20150124,,3
103707 ,201501,20150126,,5
103707 ,201501,20150127,,2
103707 ,201501,20150128,,12
103707 ,201501,20150129,,1
103708 ,201501,20150106,,1
103708 ,201501,20150107,,1
103708 ,201501,20150108,1,7
103708 ,201501,20150110,,2
103708 ,201501,20150112,2,32
103708 ,201501,20150113,,3
103708 ,201501,20150114,,3
103708 ,201501,20150115,1,16
103708 ,201501,20150116,1,12
103708 ,201501,20150117,,6
103708 ,201501,20150118,,2
103708 ,201501,20150119,1,12
103708 ,201501,20150120,,6
103708 ,201501,20150121,,7
103708 ,201501,20150122,,2
103708 ,201501,20150123,,2
103708 ,201501,20150124,1,20
103708 ,201501,20150126,,2
103708 ,201501,20150127,,1
103708 ,201501,20150128,1,10
103709 ,201501,20150106,,1
103709 ,201501,20150107,1,11
103709 ,201501,20150108,,7
103709 ,201501,20150109,2,34
103709 ,201501,20150111,,1
103709 ,201501,20150112,1,9
103709 ,201501,20150113,,1
103709 ,201501,20150114,1,40
103709 ,201501,20150115,,2
103709 ,201501,20150116,,1
103709 ,201501,20150117,,2
103709 ,201501,20150119,,2
103709 ,201501,20150120,1,7
103709 ,201501,20150121,,2
103709 ,201501,20150122,,1
103709 ,201501,20150123,5,35
103709 ,201501,20150126,,2
103709 ,201501,20150127,1,10
103709 ,201501,20150128,,5
103709 ,201501,20150129,1,7
103714 ,201502,20150205,,6
103714 ,201502,20150207,1,13
103714 ,201502,20150209,,15
103714 ,201502,20150210,1,30
103714 ,201502,20150211,,4
103714 ,201502,20150212,,3
103714 ,201502,20150213,7,41
103714 ,201502,20150214,,2
103714 ,201502,20150215,,6
103714 ,201502,20150217,1,8
103714 ,201502,20150223,,4
103714 ,201502,20150224,1,15
103714 ,201502,20150225,,3
103714 ,201502,20150226,,4
103715 ,201502,20150204,,1
103715 ,201502,20150205,,1
103715 ,201502,20150208,2,8
103715 ,201502,20150209,,5
103715 ,201502,20150210,,4
103715 ,201502,20150211,1,4
103715 ,201502,20150212,2,25
103715 ,201502,20150213,1,17
103715 ,201502,20150214,2,8
103715 ,201502,20150216,,13
103715 ,201502,20150217,6,28
103715 ,201502,20150223,,8
103715 ,201502,20150224,1,5
103715 ,201502,20150225,1,5
103715 ,201502,20150226,1,7
103715 ,201502,20150227,,2
103719 ,201501,20150107,,22
103719 ,201501,20150108,,4
103719 ,201501,20150109,1,11
103719 ,201501,20150110,3,24
103719 ,201501,20150113,1,6
103719 ,201501,20150114,,3
103719 ,201501,20150115,,10
103719 ,201501,20150116,,2
103719 ,201501,20150117,1,15
103719 ,201501,20150118,,18
103719 ,201501,20150119,,4
103719 ,201501,20150120,1,11
103719 ,201501,20150121,1,12
103719 ,201501,20150122,,8
103719 ,201501,20150123,1,15
103719 ,201501,20150124,,1
103719 ,201501,20150126,2,13
103719 ,201501,20150127,1,1
103719 ,201501,20150128,2,21
103719 ,201501,20150129,6,38
103719 ,201501,20150130,2,15
103720 ,201503,20150303,,2
103720 ,201503,20150306,,9
103720 ,201503,20150307,,2
103720 ,201503,20150308,,2
104001 ,201501,20150108,,3
104001 ,201501,20150122,2,15
104001 ,201501,20150127,1,10
104001 ,201501,20150129,2,6
104001 ,201501,20150130,,9
104001 ,201502,20150217,1,4
104001 ,201502,20150223,1,10
104001 ,201502,20150224,4,22
104001 ,201503,20150307,,6
104703 ,201503,20150303,,2
104703 ,201503,20150304,3,21
104703 ,201503,20150305,11,22
104703 ,201503,20150306,,3
104703 ,201503,20150307,34,93
104704 ,201503,20150303,4,12
104704 ,201503,20150304,1,3
104704 ,201503,20150305,2,14
104704 ,201503,20150306,9,47
104704 ,201503,20150307,13,28
104704 ,201503,20150308,2,15
104705 ,201503,20150304,,5
104705 ,201503,20150305,1,5
104705 ,201503,20150306,,1
104705 ,201503,20150307,,2
104908 ,201502,20150203,,1
104908 ,201502,20150204,,3
104908 ,201502,20150205,,3
104908 ,201502,20150206,5,40
104908 ,201502,20150207,2,22
104908 ,201502,20150208,3,25
104908 ,201502,20150209,,3
104908 ,201502,20150210,2,13
104908 ,201502,20150211,,3
104908 ,201502,20150212,,6
104908 ,201502,20150213,3,13
104908 ,201502,20150214,1,5
104908 ,201502,20150216,3,28
104908 ,201502,20150217,6,68
104908 ,201502,20150218,,3
104908 ,201502,20150223,21,136
104908 ,201502,20150224,5,23
104908 ,201502,20150225,1,11
104908 ,201502,20150226,5,40
104908 ,201502,20150227,1,15
63440  ,201501,20150102,,8
63440  ,201501,20150103,,17
63440  ,201501,20150106,,8
63440  ,201501,20150107,,8
63440  ,201501,20150108,,3
63440  ,201501,20150109,,17
63440  ,201501,20150110,,6
63440  ,201501,20150113,,15
63440  ,201501,20150114,,9
63440  ,201501,20150115,,5
63440  ,201501,20150116,,14
63440  ,201501,20150117,,5
63440  ,201501,20150118,,3
63440  ,201501,20150120,,9
63440  ,201501,20150121,,16
63440  ,201501,20150122,,10
63440  ,201501,20150123,,4
63440  ,201501,20150124,,13
63440  ,201501,20150127,,7
63440  ,201501,20150128,,4
63440  ,201501,20150130,,12
63440  ,201501,20150131,,8
63440  ,201502,20150203,3,27
63440  ,201502,20150204,,4
63440  ,201502,20150205,1,9
63440  ,201502,20150206,,4
63440  ,201502,20150210,1,5
63440  ,201502,20150211,,4
63440  ,201502,20150213,,12
63440  ,201502,20150214,4,24
63440  ,201502,20150215,1,8
63440  ,201502,20150216,,8
63440  ,201502,20150217,1,10
63440  ,201502,20150218,1,20
63440  ,201502,20150219,1,8
63440  ,201502,20150220,1,11
63440  ,201502,20150221,,4
63440  ,201502,20150222,1,7
63440  ,201502,20150224,,4
63440  ,201502,20150225,,19
63440  ,201502,20150226,2,17
63440  ,201502,20150227,,4
63440  ,201502,20150228,,15
63440  ,201503,20150303,,8
63440  ,201503,20150304,,4
63440  ,201503,20150305,,13
63440  ,201503,20150306,,4
63440  ,201503,20150307,,12
74437  ,201501,20150113,,11
75169  ,201501,20150101,,14
75169  ,201501,20150102,1,25
75169  ,201501,20150103,3,23
75169  ,201501,20150105,8,119
75169  ,201501,20150106,2,14
75169  ,201501,20150110,8,77
75169  ,201501,20150120,5,20
75169  ,201501,20150122,3,10
75169  ,201501,20150123,16,32
75169  ,201501,20150127,11,21
75169  ,201501,20150129,2,14
75169  ,201502,20150201,2,4
75169  ,201502,20150202,32,72
75169  ,201502,20150203,7,22
75169  ,201502,20150204,8,22
75169  ,201502,20150205,7,18
75169  ,201502,20150206,9,25
